Cation_ID,Cation_SMILES,Cation_PubChemID
C0698,Cn1cc[n+](CC(=O)c2ccccc2)c1,425033
C0810,Cn1cc[n+](Cc2ccccc2)c1,10560336
C1690,CCCCCCCCCCCCOC[N+](C)(C)CCOC(=O)CCCCCCCCC,11340545
C1317,CCCCCCCC[N+]1(C)CCCC1,20435527
C2031,CCCCCCCCC[n+]1cccnc1,23148575
C0886,CCCCCCCCCCCCCCCCn1c(C)[n+](CCCCCCCCCCCCCCCC)c2ccccc21,21792522
C1326,CCCCCCCCCC[n+]1ccn(CC)c1,54395086
C2098,CCCCCCCCCC[N+]1(C)CCOCC1,20435525
C1760,CCCCCn1cc[n+](CCCCC)c1,87106874
C0359,Cc1ccc(C(=O)C[n+]2ccn(C)c2)cc1,3130804
C0754,CCc1ccc(C(=O)C[n+]2ccn(C)c2)cc1,13712082
C0274,NC(=O)C[n+]1ccccc1,412680
C0551,CC(=O)C[n+]1ccccc1,408049
C0323,Cc1n(C)cc[n+]1CC(=O)c1ccc(Cl)cc1,12277634
C1136,CCCCCCCCCCCC[P+](CC)(CC)CC,21296883
C1625,CCCC[n+]1ccn(-c2ccccc2C)c1,58249727
C1668,CCCC[n+]1ccn(CCCNCc2ccccc2O)c1,102595022
C1268,CCCCCC[n+]1csc2ccccc21,85570737
C0102,CC(=O)OCCCC[n+]1cccc(O)c1,16206999
C0280,CCCCCCCC[n+]1ccn(CCC)c1,87643583
C2067,CCCCCCCC[n+]1cc(C)cc(C)c1C,46210873
C0780,Cc1cccc(C[N+](C)(C)CCO)c1C,437096
C2294,CCCCCCCCCC[NH2+]CCCCCCCCCC,21470588
C1073,CC(=O)Nc1cccc(C(=O)C[n+]2ccn(C)c2)c1,44313659
C0950,COc1cccc(C(=O)C[n+]2ccn(C)c2)c1,147053
C0577,Cn1cc[n+](CCc2ccccc2)c1,10683229
C0343,Cn1cc[n+](CC(=O)c2ccc(Cl)cc2)c1,2264189
C1628,Cc1ccccc1-n1cc[n+](C)c1,132545438
C1097,C[n+]1cccc(CCCO)c1,10540607
C0723,CCCCCCCCCCCC[n+]1ccn(C)c1,2734228
C0115,Cc1n(CCC(C(N)=O)(c2ccccc2)c2ccccc2)cc[n+]1Cc1ccccc1,15516745
C1151,CCOc1cccc(C(=O)C[n+]2ccn(C)c2)c1,13712078
C0117,CCCCCCCCCCC[n+]1ccn(-c2c(C)cc(C)cc2C)c1,58249730
C1636,CCCCCCCCC[N+]1(C)CCOCC1,15768571
C1063,CCCOc1cccc(C(=O)C[n+]2ccn(C)c2)c1,44313964
C0540,COc1ccccc1C(=O)C[n+]1ccn(C)c1,13712096
C0971,Cn1cc[n+](CC(=O)c2ccc(C(N)=O)cc2)c1,44313771
C1592,CCCCCC[N+]1(C)CCCCC1,23088823
C1541,CCC[n+]1cccc(C)c1,3634933
C0530,OCC[n+]1ccccc1,118751
C0221,CCCCNC(=O)Cn1cc[n+](C)c1,87942630
C2025,CCCCCCCCC=CCCCCCCCCn1cc[n+](C)c1,73453992
C0182,CCCCCC[P+](CCCC)(CCCC)CCCC,4161863
C0697,CCCCCCCCCCCC[N+](CC)(CCO)CCO,23220558
C1543,CCCCCCC[N+]1(C)CCCC1,12157911
C1187,CC[n+]1cccc(C)c1,3599605
C1997,CCCCC[N+](C)(CC)CC,23088876
C1974,CCCCC[N+](C)(C)CCO,10800055
C1111,Cc1n(CCCC(C(N)=O)(c2ccccc2)c2ccccc2)cc[n+]1Cc1ccccc1,44332944
C2165,CCCC[n+]1cc(CC)ccc1C,101506979
C0400,CC[n+]1ccc(N(C)C)cc1,15935241
C2230,CCCCCCCCCCCCCCOC[N+](C)(C)C1CCCCC1,101883908
C1488,CCCCC[N+](CC)(CC)CC,152429
C0241,CCCCCCCCCCC[n+]1ccn(C)c1,87213277
C1267,CCCCC[n+]1csc2ccccc21,12375851
C1199,CCCC[P+](CCCC)(CCCC)CCCC,75312
C1087,CCCC[n+]1cc(C)cc(C)c1,22568359
C2234,CCCCCCCCCCCC[P+](CCC)(CCC)CCC,21321011
C0900,Cc1n(CCCCC(C(N)=O)(c2ccccc2)c2ccccc2)cc[n+]1Cc1ccccc1,15516747
C0201,COc1ccc(OC)c(C(=O)C[n+]2ccn(C)c2)c1,13712094
C0943,Cc1n(CCC(C(N)=O)(c2ccccc2)c2ccccc2)cc[n+]1Cc1ccc(-c2ccccc2)cc1,44333130
C1770,CCCCCC[N+](C)(C)C(C)C,102472160
C0110,CCCCCCCC[n+]1c(C)n(CCCCC(=O)O)c2cc(Cl)c(Cl)cc21,10907155
C0119,Cc1ccc(C[n+]2ccn(CCC(C(N)=O)(c3ccccc3)c3ccccc3)c2C)cc1,44333224
C1200,CCCCC[P+](CCCC)(CCCC)CCCC,18522560
C2297,CCCCCCCC[N+]1(CC)CCCCC1,211628
C0956,CCCCCCCC[n+]1c(C)n(CCCCCC(=O)O)c2cc(Cl)c(Cl)cc21,11081738
C0242,CCCCCCCC[n+]1ccn(CC)c1,53960491
C1635,CCCCCCCC[N+]1(C)CCOCC1,4422369
C1064,CCCCCCC[n+]1c(C)n(CCCC(=O)O)c2cc(Cl)c(Cl)cc21,11733322
C2219,CCCCCn1cc[n+](CCCC)c1,87181050
C1032,CCCCCCCCCC[n+]1c(C)n(CCCC(=O)O)c2cc(Cl)c(Cl)cc21,11813186
C1992,CCCCn1cc[n+](Cc2cn(Cc3ccccc3)nn2)c1,102453582
C0211,CCCCCCCC[n+]1c(C)n(CC(=O)O)c2cc(Cl)c(Cl)cc21,11048667
C0945,CCCCCC[n+]1ccn(-c2c(C)cc(C)cc2C)c1,58249707
C0127,CCCCCCCC[n+]1c(C)n(CCC(=O)O)c2cc(Cl)c(Cl)cc21,10939566
C0309,CCCCCCCCCCC[n+]1c(C)n(CCCC(=O)O)c2cc(Cl)c(Cl)cc21,11038648
C0874,Cc1n(CCC(C(N)=O)(c2ccccc2)c2ccccc2)cc[n+]1Cc1ccc(Cl)cc1,44332936
C1282,CCCCCC[N+]1(CCCCCC)CCCC1,23148576
C0382,Cc1ccc(C(=O)C[n+]2ccn(C)c2)cc1C,13712102
C0171,CCCCCCCCn1c(C)[n+](CCCC(=O)O)c2cc(Cl)c(Cl)cc21,23247900
C0019,Cc1cccc(C(=O)C[n+]2ccn(C)c2)c1,13712092
C0682,CCCCCCCCCCCC[N+](C)(CC)Cc1ccccc1,14494876
C0515,CCCCCCCCCC[n+]1ccn(C)c1,2734226
C0009,CCCCCC[n+]1ccc(N(C)C)c(C)c1,45254873
C2186,CCCCCCCCCOCn1cc[n+](C)c1,101112355
C0469,CC(C)C[n+]1ccccc1,13638949
C2013,COCCOCC[N+](C)(C)CCOCCOC,20793334
C0329,C[N+](C)(C)CCCCS(=O)(=O)O,46854038
C0616,CCOC(=O)C(C(=O)OCC)[n+]1ccccc1,422957
C1878,CCCCn1cc[n+](CCCCCCO)c1,101965282
C0126,Cc1ccccc1C(=O)C[n+]1ccn(C)c1,13712084
C1803,C[N+](C)(CCO)c1ccccc1,44335202
C0452,COCC[N+](C)(C)C,20230
C0367,CCOC(=O)c1ccc[n+](CCF)c1,67877
C1738,C=CC[n+]1ccn(CCCCCCCCCCCCCC)c1,101803097
C2120,CCC[n+]1ccccc1C,3808515
C1591,CCCCC[N+]1(C)CCCCC1,23088845
C1231,CC(C)C(=O)C[n+]1ccccc1,411362
C1954,CCCC[N+]1(C)CCCCCC1,22406042
C0683,Cc1cccc(C[n+]2ccn(CCC(C(N)=O)(c3ccccc3)c3ccccc3)c2C)c1,44333239
C0479,CC[n+]1ccccc1C,209347
C0070,Cn1cc[n+](CC(=O)c2cccc(Cl)c2)c1,44313700
C0025,CCCC[N+](C)(C)CC,14022617
C0821,CCCCCC[N+]1(C)CCCC1,10490879
C0402,NNC(=O)C[n+]1ccccc1,70774
C0200,Cc1ccccc1C[n+]1ccn(CCC(C(N)=O)(c2ccccc2)c2ccccc2)c1C,44333110
C0368,C[N+](C)(C)CCOCCO,162491
C0156,CCCC[N+](C)(C)CCC,23088837
C0898,Cc1n(CCC(C(N)=O)(c2ccccc2)c2ccccc2)cc[n+]1Cc1ccc(Br)cc1,44215004
C0808,Cc1n(CCC(C(N)=O)(c2ccccc2)c2ccccc2)cc[n+]1Cc1cccc(Cl)c1,44332938
C0300,Cc1n(CCC(C(N)=O)(c2ccccc2)c2ccccc2)cc[n+]1Cc1ccccc1Cl,44333236
C0239,O=C(O)CCCn1cc[n+](CCCC(=O)O)c1,101363754
C0691,COc1cc(OC)cc(C(=O)C[n+]2ccn(C)c2)c1,13712098
C1634,CCCCCCC[N+]1(C)CCOCC1,118645820
C2227,CCCCCCCCOC[N+](C)(C)C1CCCCC1,85917406
C2185,CCCCCCCCOCn1cc[n+](C)c1,13452165
C1864,CC[N+](C)(C)CCOCCOC,59669248
C0261,Cn1cc[n+](CC(=O)c2ccccc2F)c1,44313725
C0509,CCCCCCCCC[n+]1ccn(C)c1,10017027
C1085,ClCCC[n+]1ccccc1,12600798
C1737,C=CC[n+]1ccn(CCCCCCCCCCCC)c1,89612671
C2117,CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC,3819846
C0790,CCCC[N+](CCCC)(CCCC)CC(=O)OCC,408226
C1192,CCCC[N+](C)(C)C1CCCCC1,53692501
C1023,COc1cccc(C(=O)C[n+]2ccn(C)c2)c1OC,44314059
C1777,CC[P+](CC)(CC)Cc1ccccc1,4465251
C0320,CCCCCCCCCCCC[N+](C)(CCCC)Cc1ccccc1,14494878
C1266,CCCC[n+]1csc2ccccc21,159173
C0653,Cn1cc[n+](CC(=O)c2ccc(Cl)c(Cl)c2)c1,1606269
C1957,COCCOCC[N+]1(C)CCCCCC1,66777143
C1293,CC[N+](C)(C)CCCOC,57932032
C1006,CCCCn1cc[n+](CCCC)c1,11277167
C1195,CCOCC[N+](C)(C)CCOCC,101539026
C0731,Cn1cc[n+](CCc2ccc([N+](=O)[O-])cc2)c1,102197546
C0149,CCOC(=O)C[N+](C)(C)CC,101783348
C1213,CCCCCCCCCC[P+](CC)(CC)CC,18433454
C2215,CC[N+](C)(C)CCOC(C)=O,15029196
C0086,CCCC[n+]1ccn(-c2c(C)cc(C)cc2C)c1,58249739
C0929,Cc1ccc(C(=O)C[n+]2ccn(C)c2)c(C)c1,13712090
C0347,CCCCCCC(=O)C[N+](CC)(CC)CC,14225138
C0766,C=CCn1cc[n+](CCCCCCCCCC)c1C,88538257
C1557,CCCCCCCC[P+](C)(C)C,17843847
C0740,Cc1ccc[n+](CCO)c1,5142487
C0888,CCCCCCCC[n+]1ccn(C)c1C,21321828
C0188,C[n+]1ccn(CCCC(=O)O)c1,58194022
C0756,CCCC[N+](CC)(CC)CC,45719
C1539,CCCCC[N+](C)(CCC)CCC,23088840
C1630,CCCCCC[P+](CCCCCC)(CCCCCC)CC(C)C,102158923
C1949,CCCC[n+]1c[nH]c2ccccc21,67958939
C0466,Cc1n(CCC(C(N)=O)(c2ccccc2)c2ccccc2)cc[n+]1Cc1ccc([N+](=O)[O-])cc1,44333112
C0488,C[N+](C)(C)CCCS(=O)(=O)O,30838
C1079,Cc1cc(C)c(-n2cc[n+](C)c2)c(C)c1,59664106
C1582,Cc1ccc[n+](C)c1,435096
C1230,CCC(=O)C[n+]1ccccc1,411360
C0627,CCCCCCCCCOCn1cc[n+](COCCCCCCCCC)c1,11156758
C1194,CCOCC[N+](C)(C)CCOC,101539025
C0073,CCCCCCCCCCOCn1cc[n+](COCCCCCCCCCC)c1,11202769
C0981,CCCC[N+](C)(CC)CC,23393389
C1560,CCCC[N+](C)(C)CCO,14685487
C0290,CCCCCCCC[n+]1ccn(C)c1,2734224
C1298,CCCCCC[n+]1ccn(CC)c1,57454852
C0925,Cc1cc[n+](CCCBr)cc1,9994626
C1633,CCCCCC[N+]1(C)CCOCC1,15768568
C1736,C=CC[n+]1ccn(CCCCCCCCCC)c1,89612747
C0987,CCCCCCCCOCn1cc[n+](COCCCCCCCC)c1,11201504
C1172,CCOC[n+]1ccccc1,21867869
C2374,C[N+](C)(C)CCCO,23169
C2014,CC[N+](CCOCCOC)(CCOCCOC)CCOCCOC,132916521
C1870,CCCCNC(=O)C[n+]1ccn(CC)c1,102491067
C0076,CCCCCCCCCCCCOCn1cc[n+](COCCCCCCCCCCCC)c1,11216384
C1617,CCCCCCCCCCCCCC[PH3+],149434270
C1018,CCCCCCCCCCCOCn1cc[n+](COCCCCCCCCCCC)c1,11168433
C2231,CCOCCOCC[N+](CC)(CC)CC,101470513
C0397,CCCCC[N+]1(C)CCCC1,12157908
C0016,CCCC[N+](CCCC)(CCCC)CCCS(=O)(=O)O,11045025
C2264,C=CC(=O)OCCCCCC[N+]1(C)CCCCC1,102176262
C2241,C=CC(=O)OCCCCCCn1cc[n+](C)c1,87382880
C0065,CCCCCCCCCCCCCCCCn1cc[n+](CC(C)=NO)c1,3759488
C0137,CCCC[N+]1(C)CCCCC1,4342487
C1678,CCCCCCCOCn1cc[n+](COCCCCCCC)c1,11233741
C0013,C=CC[N+](C)(CCOC(=O)CCCCCCCCCCCCCCC)CCOC(=O)CCCCCCCCCCCCCCC,196283
C1638,COCCOCC[N+]1(C)CCCCC1,66974045
C0068,CCC[N+](C)(CC)Cc1ccccc1,53669874
C1956,COCC[N+]1(C)CCCCCC1,66777696
C1749,CCCCCOCC[N+]1(C)CCOCC1,101731128
C1698,C[N+]1(CCCCCCN)CCCC1,89695298
C1580,CCCCCC[n+]1cc(CC)cc(CC)c1CCC,45254871
C2150,Cc1ccc[n+](CC(C)C)c1,68968411
C0533,COCC[N+](CCOC)(CCOC)CCOC,88560772
C1793,COCCC[N+]1(C)CCCCC1,54613450
C1991,Cn1cc[n+](Cc2cn(Cc3ccccc3)nn2)c1,102453580
C0348,CCCCCCCCCCCCCCCC[N+](C)(C)C(C)O,17840069
C1319,CCOCC[N+](C)(C)CC,49819957
C1193,COCC[N+](C)(C)CCOC,57832181
C1776,CCCCCCC[n+]1ccn(C)c1C,87615613
C0705,C[n+]1ccn(CCCSC(=S)N(c2ccccc2)c2ccccc2)c1,11477793
C0878,CCCCN(C)C(=O)Cn1cc[n+](C)c1,87942782
C2184,CCCCCCOCn1cc[n+](C)c1,13452163
C2217,CCCC[n+]1ccn(CCC(C)C)c1,102127061
C1212,CCCCCCCCC[P+](CC)(CC)CC,87777262
C1595,CCCCC[N+]1(CC)CCCCC1,430073
C0656,CCC[N+](CCC)(CCC)CCC,9559
C1677,CCCCCCOCn1cc[n+](COCCCCCC)c1,11257600
C0865,CCOC(=O)C[N+](C)(CC)CC,76281646
C0322,CCCCn1n[n+](CCCC)c2ccccc21,15639331
C2355,CCCCCCCCC[NH3+],21976041
C2211,CCCCn1cc[n+](CCOCC)c1,153953320
C2133,CCCCCc1c(C)cc(C)c[n+]1CCCC,122227491
C2208,CCCCn1cc[n+](CCOC)c1,87173554
C0293,CCCCCCC[n+]1ccn(C)c1,10730105
C2066,CCCC[n+]1cc(C)cc(C)c1C,46210728
C1287,Cn1cc[n+](CCCCCCCCO)c1,89439168
C0336,CC[n+]1cccc(O)c1,198591
C1877,CCn1cc[n+](CCCCCCO)c1,101965281
C2249,C=CC(=O)OCCCCCCn1cc[n+](CC)c1C,87382541
C1579,CCCCCC[n+]1cc(C)cc(C)c1CC,45254874
C1632,CCCCC[N+]1(C)CCOCC1,415897
C1462,C[N+](C)(C)CCCC(F)(F)F,102173749
C1072,CCOCC[N+](CC)(CC)CC,216869
C2242,C=CC(=O)OCCCCCCn1cc[n+](CC)c1,87382982
C0243,CCC[N+](C)(C)C,29385
C1735,C=CC[n+]1ccn(CCCCCCCC)c1,58704002
C1853,CCCCn1cc[n+](CCOCC)c1C,153953756
C0415,CCCCOC[N+](C)(C)C,3026389
C1792,CCOCC[N+]1(C)CCCCC1,66652738
C1841,CCCCn1cc[n+](CCOC)c1C,153953750
C0184,Cc1cc(C)c(C(=O)C[n+]2ccn(C)c2)c(C)c1,16114309
C1526,CC[N+](CC)(CC)CCCCS(=O)(=O)O,10243251
C2352,CCCC[n+]1ccn(CCCCS(=O)(=O)O)c1,11475375
C1697,CCCC[N+](CCC)(CCC)CCC,19180
C1538,CCCC[N+](C)(CCC)CCC,87509031
C1391,CCCCCCCn1c[n+](CCCCS(=O)(=O)O)cn1,102355294
C0375,Cn1cc[n+](CCCCCC(=O)O)c1,12964847
C1496,COCCOCC[N+]1(C)CCCC1,12157917
C1855,CCOCC[n+]1ccn(CCCOC)c1C,158293232
C1210,CCCCCCCC[P+](CC)(CC)CC,18769208
C0749,CCCCCCCCCCCCCCCC[N+](C)(C)CC(O)CO,15083891
C0625,C=CC[n+]1ccccc1,82381
C1676,CCCCCOCn1cc[n+](COCCCCC)c1,11330278
C0918,CC[N+](C)(C)CCOC,18711577
C2183,CCCCCOCn1cc[n+](C)c1,101737621
C1036,CCCCCC[n+]1ccn(C)c1C,2734170
C1499,CCCCCCCCSC(N(C)C)=[N+](C)C,87470462
C0687,CC[N+](CC)(CC)CC,5413
C1834,Cn1cc[n+](CCCC2CCCCC2)c1,132536928
C2299,CCCCCCCC[NH2+]CCCCCCCC,3412413
C0497,COc1ccc(-[n+]2ccn(C)c2)cc1,88851521
C1060,C=C(C[n+]1ccccc1)C(=O)O,12758252
C2371,CCOC(=O)C[N+]1(C)CCCC1,89171
C1987,CCCCCC[n+]1ccn(Cn2nc(C)cc2C)c1C,11512373
C1186,C[N+](C)(C)CC(=O)O,248
C0351,CCCCCCCCCCCC[N+](C)(CC)CC(=O)O,14494890
C1769,CCCC[N+](C)(C)C(C)C,14022621
C0728,COCC[N+]1(C)CCCCC1,3095445
C1198,CCCC[P+](CCC)(CCCC)CCCC,18386502
C0767,CC[N+](C)(C)C,33993
C0260,CC[N+](CC)(CC)CCOC,3026728
C2353,CCCC[n+]1ccn(CCCS(=O)(=O)O)c1,44248949
C0315,CCCC[N+]1(C)CCCC1,11009533
C1311,COCCC[N+]1(C)CCCC1,58400622
C0054,FCC[n+]1ccccc1,67620
C0646,CCOn1cc[n+](CC(=O)c2ccc(Cl)cc2)c1,14663912
C2233,CCCCCCCC[P+](CCC)(CCC)CCC,87507614
C1565,CCCCn1cc[n+](CCCN)c1,58850395
C1039,CCCC[n+]1nn(CC)c2ccccc21,68900420
C1594,CCCC[N+]1(CC)CCCCC1,430072
C1649,CCOCC[n+]1ccn(CCOC)c1C,154510514
C1286,CC[N+](C)(C)CCCO,130040
C0190,CCCCCC[n+]1ccn(C)c1,2734164
C2212,CCOCC[n+]1ccn(CCOC)c1,153953361
C0157,CC[N+](CC)(CC)CCCS(=O)(=O)O,3097581
C2213,CCOCCn1cc[n+](CCOCC)c1,59112282
C0406,CC[N+](C)(CC)CCOC,11487124
C0994,CCCCCCCCCCCCCCC(O)C[N+](C)(C)CCO,3020020
C0501,CC[N+](CC)(CC)CCCO,193912
C1650,CCOCCn1cc[n+](CCOCC)c1C,158779301
C0580,CCCC(C(=O)OCC[N+](C)(CC)CC)c1ccccc1,52016
C2209,COCCn1cc[n+](CCOC)c1,87746224
C1852,CCCn1cc[n+](CCOCC)c1C,153953742
C0751,OCC[n+]1cccc(O)c1,16207035
C1197,CCCC[P+](CC)(CCCC)CCCC,10971440
C1994,CCCCn1cc[n+](Cc2cn(CCCC)nn2)c1,102453583
C2317,C=CC[N+](CCCC)(CCCC)CCCC,3024223
C0459,CCCC[n+]1nn(C)c2ccccc21,68896765
C1053,CC[N+](CC)(CCOC)CCOC,59248291
C1741,C=C[n+]1ccn(CCCCCCCCCC)c1,86657885
C1694,CCCCCCCCSc1n(C)cc[n+]1CC,102292957
C1211,CCCCCCC[P+](CC)(CC)CC,21869105
C1840,CCCn1cc[n+](CCOC)c1C,153953736
C0895,CCCCCCCOC[n+]1ccn(C)c1,101112354
C2102,CCCC[P+](CCCC)(CCCC)CC(=O)OCC,6332710
C2079,CCCCCCCCCCCCc1cc[nH+]cc1,100971516
C1995,CCCCn1cc(C[n+]2ccn(CCCC)c2C)nn1,102453581
C2210,CCCn1cc[n+](CCOCC)c1,153953315
C2379,CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,101837984
C0750,CCCC[N+]1(C)CCOCC1,13123885
C1817,COCCC[N+]1(C)CCOCC1,66811349
C2356,CCCCCCCC[NH3+],3691730
C2040,CCCC[N+](CCC(C)C)(CCC(C)C)CCC(C)C,53848608
C1596,C[N+]1(CCCO)CCCCC1,17927964
C1461,CC[N+](C)(C)CCCC(F)(F)F,102173750
C1308,CCOCC[N+]1(C)CCCC1,12157915
C2104,CCCC[P+](CCCC)(CCCC)CCOCCOCCOC,101561910
C0010,CCCCCC[P+](C)(C)C,21869097
C2207,CCCn1cc[n+](CCOC)c1,87173555
C1775,CCCCC[n+]1ccn(C)c1C,87508596
C1734,C=CC[n+]1ccn(CCCCCC)c1,87452717
C0835,CCCC[n+]1ccn(CC)c1,10313448
C0482,C[N+](C)(C)CCO,305
C0231,CCC[N+](C)(C)CC,158452
C1833,Cn1cc[n+](CCC2CCCCC2)c1,132536927
C1643,CCOCC[N+]1(CCOC)CCCCC1,134716499
C0038,CCCCOCn1cc[n+](COCCCC)c1,11198219
C1876,Cn1cc[n+](CCCCCCO)c1,89438930
C1275,CC(C)CCCC[n+]1ccn(C)c1,87616469
C2182,CCCCOCn1cc[n+](C)c1,101737622
C0052,CCCn1cc[n+](C)c1C,4183883
C1161,C[N+]1(CCCC(F)(F)F)CCCCC1,162621088
C2351,C[n+]1ccn(CCCS(=O)(=O)O)c1,10465512
C0467,CCOn1cc[n+](Cc2ccc([N+](=O)[O-])cc2)c1,14663900
C1986,CCCC[n+]1ccn(Cn2nc(C)cc2C)c1C,11502044
C0272,CCC[N+](C)(CC)CC,4167058
C1577,CCCCCCC[N+](CC)(C(C)C)C(C)C,87089389
C1375,CCCCn1c[n+](CCCCS(=O)(=O)O)cn1,102355302
C1983,CCCCCC[n+]1ccn(Cn2cccn2)c1C,11541005
C1968,CCCCCCNCC[NH3+],102191152
C2078,C=CC[n+]1cccc(C)c1,54057110
C2430,CC[n+]1ccn(CCOC)c1,87105057
C1642,COCC[N+]1(CCOC)CCCCC1,69234795
C0649,CC[N+](C)(CC)CCCC(F)(F)F,102173751
C0575,CCCn1cc[n+](CCC)c1,11031768
C2131,CC(C)C[N+]1(C)CCCCC1,57283857
C0494,CCO[n+]1ccc(OC)cc1,22011106
C1816,CCOCC[N+]1(C)CCOCC1,66811188
C1550,CCC[N+](C)(C)CCO,13778190
C0931,C=CCn1cc[n+](CCCCC)c1,58704006
C1153,COC(=O)C[N+]1(C)CCCC1,89169
C0782,CCCCC[n+]1ccn(C)c1,10537570
C0871,CC[N+]1(C)CCCCC1,20154
C0141,COCC[N+]1(C)CCCC1,12157913
C1758,CCCC[N+]1(CC)CCCC1,23088826
C1179,CCCCCCSC(N(C)C)=[N+](C)C,87807165
C2204,CCCCn1cc[n+](COCC)c1,125115285
C0155,CCC[N+]1(C)CCCCC1,16726631
C0383,Cn1cc[n+](C(C)(C)C(=O)c2ccccc2)c1,13712080
C1566,CCCC[P+](CCCC)(CCCC)CCCN,87059256
C1867,CCC[N+](C)(CCC)CCC,77068
C1660,CCCCC[S+](C)C,203603
C2103,CCCC[P+](CCCC)(CCCC)CC(=O)O,6332108
C1207,C[N+]1(CCO)CCCCC1,209566
C1895,COCCc1n(CCOC)cc[n+]1C,87916210
C0942,CCCCCCCCCCCC[N+](C)(CC)COCC,14494894
C1774,CCCC[P+](CCO)(CCCC)CCCC,10945937
C1645,CCn1cc[n+](CCOC)c1C,87530056
C0668,C[n+]1ccn(CCCSC(=S)N2CCOCC2)c1,11419017
C1934,CCCCn1cc[n+](COCC)c1C,153953754
C1641,CCOCC[N+]1(CCOC)CCCC1,134716488
C1740,C=C[n+]1ccn(CCCCCCCC)c1,86657883
C0381,CCC[N+](C)(CC)CCC,20376278
C1858,CCCCn1cc[n+](CCOCC)c1CC,153953757
C1306,CC[N+](C)(C)CCO,25781
C1861,CCOCC[n+]1ccn(CCCOC)c1CC,157317338
C1051,COCC[N+]1(C)CCOCC1,11247661
