Cation_ID,Cation_SMILES,Cation_PubChemID
C0496,CCCCOC[n+]1ccn(COCCC)c1,101112364
C0924,C=CC[n+]1cn(C)c2ccccc21,3797223
C1597,CC[N+]1(CCCO)CCCCC1,54551317
C1846,CCCCn1cc[n+](CCOC)c1CC,153953751
C1850,CCc1n(CCCOC)cc[n+]1CCOC,153911416
C1985,Cc1cc(C)n(Cn2cc[n+](C)c2C)n1,11562141
C0441,CC[N+](C)(C)CC,199517
C0103,C[N+]1(C)CCCCC1,18743
C0594,Cn1cc[n+](CC(=O)c2ccco2)c1,44313359
C1160,C[N+]1(CCCC(F)(F)F)CCCC1,44229487
C0860,CCOn1cc[n+](Cc2ccc(Cl)cc2Cl)c1,14663902
C2380,CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,86611565
C1782,C[n+]1ccn(C[Si](C)(C)c2ccccc2)c1,57466202
C0063,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[n+]1ccc(-c2ccncc2)cc1,101266883
C1924,CCCCn1cc[n+](COC)c1C,153953748
C1206,C[N+]1(CCCO)CCCC1,68799031
C1640,COCC[N+]1(CCOC)CCCC1,69235115
C1832,Cn1cc[n+](CC2CCCCC2)c1,87187186
C0913,CCCC[S+](CCCC)CCCC,6328977
C2206,CCOCCn1cc[n+](COCC)c1,153953362
C0214,CCn1cc[n+](CC)c1C,58293260
C1695,CCCCCC[n+]1ccn(C)c1SC,102292956
C1791,CCOC[N+]1(C)CCCCC1,69232761
C1935,CCOCCn1cc[n+](COCC)c1C,153953812
C1348,COCCOCC[n+]1ccn(C)c1,89512819
C2082,CCCCCCCCCc1cc[nH+]cc1,154500099
C1908,CC[n+]1ccn(CCOC)c1CCOC,87916237
C1381,CCCCCCCCCC[n+]1cn(CCC(F)(F)F)cn1,10908042
C1098,CCCC[n+]1ccn(C)c1C,2734168
C1860,CCOCCn1cc[n+](CCOCC)c1CC,158037625
C2194,CCCOC(=O)OCC[n+]1ccn(C)c1,90344998
C2199,CCCCn1cc[n+](COC)c1,87508150
C0597,CC[N+](C)(CC)CC,70440
C0706,CCCCCCCCCCn1c[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cn1,10984749
C1274,CC(C)CCC[n+]1ccn(C)c1,10705619
C1849,CCOCCn1cc[n+](CCOC)c1CC,153911415
C0685,CCCn1cc[n+](CCC)c1CC(C)C,135351441
C1981,CCCC[n+]1ccn(Cn2cccn2)c1C,11564380
C1271,C[N+]1(CCCO)CCOCC1,53730041
C0161,CCCCC[P+](CC)(CC)CC,18769294
C1848,CCc1n(CCOC)cc[n+]1CCOC,159169894
C0489,CCN(CC)C(=O)C[n+]1ccn(C)c1,24851357
C0229,CCCCOC(CC)C[N+](C)(C)C,115402
C1857,CCCn1cc[n+](CCOCC)c1CC,102060579
C0954,CC(C)Cn1cc[n+](CC(C)C)c1,12982422
C1947,CCOCC[N+](C)(C)COC,101539024
C0128,CCCCC(C[N+](C)(C)C)OCC,138753425
C2151,CC(C)C[N+]1(C)CCCC1,57545144
C1208,CC[N+]1(CCO)CCCCC1,20435534
C1933,CCCn1cc[n+](COCC)c1C,153953740
C0162,CCn1cc[n+](C)c1C,2734166
C1988,CCCCn1cc(C[n+]2ccn(C)c2C)nn1,102453579
C1558,Cn1cc[n+](CCCCS(=O)(=O)O)c1,11290045
C2218,CCCCn1cc[n+](C2CCCC2)c1,102127062
C1845,CCCn1cc[n+](CCOC)c1CC,153953737
C1925,COCCn1cc[n+](COC)c1C,153953808
C1733,C=CC[n+]1ccn(CCCC)c1,23154596
C1290,COCCC[n+]1ccn(C)c1,87401390
C1675,CCCOCn1cc[n+](COCCC)c1,11260418
C1150,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[n+]1ccc(-c2ccncc2)cc1,101266884
C0172,CCCCCCCn1c[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cn1,11050749
C1196,CCCC[P+](C)(CCCC)CCCC,2760115
C1637,COC[N+]1(C)CCCCC1,20506834
C2203,CCCn1cc[n+](COCC)c1,153953314
C2265,CC(C)=CCC[C@@H](C)CC[n+]1ccccc1,101136272
C1588,C=CC[P+](CCCC)(CCCC)CCCC,73734
C0004,C=CC[n+]1cccc(O)c1,11321226
C0505,CCCC[n+]1ccn(C)c1,2734162
C0148,CCCn1cc[n+](CC)c1CC,87365809
C1989,CCCCn1cc(C[n+]2ccn(C)c2)nn1,102453578
C1216,CCCC[P+](CCCC)(CCCC)COC,6332167
C1916,CCCC[n+]1cscc1C,11139325
C1451,CCCC[S+](C)CCCC,13743298
C1318,Cn1cc[n+](CCCCO)c1,76286998
C1768,CCC[N+](C)(C)C(C)C,22044337
C1542,C[n+]1ccn(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1,101430532
C1425,CCCCC[S+](CC)CC,85828288
C0152,CCC[N+]1(C)CCCC1,12059918
C1891,CCn1cc[n+](C)c1CCOC,87530012
C1851,CCOCC[n+]1ccn(C)c1C,87916203
C1205,C[N+]1(CCO)CCCC1,3031616
C1939,CCCCn1cc[n+](COCC)c1CC,153953755
C1830,Cn1cc[n+](CC2CCCC2)c1,101561562
C1953,CCOCn1cc[n+](C)c1C,87299483
C2381,CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,101569060
C1923,CCCn1cc[n+](COC)c1C,153953734
C0876,CC[N+]1(C)CCCC1,112265
C0318,CCC[N+]1(C)CCOCC1,421396
C2431,C=Cn1cc[n+](CCCCCC)c1,46178575
C1556,C[N+](CCO)(CCO)CCO,23438
C0057,CCCCCCCCCCCCC[PH2+]C,22750541
C1367,C=CC[N+]1(C)CCCCC1,14615525
C0312,Cn1cc[n+](CC(O)c2ccccc2)c1,13763388
C0573,CC(C(=O)c1ccccc1)[n+]1ccn(C)c1,13712086
C1670,CCCC[N+](C)(C)N,412226
C1044,C[N+]1(CCO)CCOCC1,840622
C2270,NCC(O)C[n+]1ccccc1,85981091
C0561,CC[N+]1(C)CCOCC1,103454
C1979,CCC[n+]1ccn(Cn2cccn2)c1C,11720033
C0026,CCCCCCCCCCCCn1cc[n+](CC[C@H](C)CCC=C(C)C)c1,101136268
C0722,CCOC(N(C)C)=[N+](C)C,12551198
C1133,CC(C)[N+](C)(C)CCO,15029177
C1856,CCOCC[n+]1ccn(CC)c1CC,153953727
C1946,COCC[N+](C)(C)COC,57932004
C0144,CCCCCCCCCCCCCCCCCCn1cc[n+](CC[C@H](C)CCC=C(C)C)c1,101136271
C1704,CCCCCCN(CCCCCC)[C+](N(C)C)N(C)C,13127881
C1436,CN(C)C(N(C)C)=[N+](C)C,2759274
C1930,CCCCn1cc[n+](COC)c1CC,153953749
C1176,CCCCSC(N(C)C)=[N+](C)C,87470770
C0369,C=CC[n+]1cccc(C=O)c1,14955107
C1322,CCOCC[n+]1ccn(C)c1,23105192
C2216,C=CCn1cc[n+](CCOC)c1,101909008
C1941,CCOCCn1cc[n+](COCC)c1CC,153953813
C0064,CCn1cc[n+](CC)c1,10878281
C1904,CCn1cc[n+](CC)c1CCOC,87530243
C1839,COCC[n+]1ccn(C)c1C,59602015
C1316,CCOC[N+]1(C)CCCC1,23116021
C0145,COC(=O)C[n+]1ccn(C)c1,13692524
C1279,CCCC[n+]1cnn(C)c1,101537913
C1217,COCCOC[n+]1ccn(C)c1C,121299476
C1372,CCCCn1c[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cn1,10886831
C1982,Cc1n(Cn2cccn2)cc[n+]1CCCC(F)(F)F,11596886
C1320,CCOC[N+](C)(C)CC,14619872
C1389,CCCCCCC[n+]1cn(CCC(F)(F)F)cn1,10940540
C1434,CCCC[S+](CC)CCCC,21871706
C1188,C[n+]1ccn(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1,11539210
C1705,CCCn1cc[n+](C)c1C(=O)O,138678043
C0082,C[n+]1ccn(CCO[Si](C)(C)C)c1,89851384
C1189,CCCC[n+]1ccn(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1,16218769
C0519,CCCC[P+](CC)(CC)CC,17948020
C0935,Cc1ccc[n+](C=CC(=O)O)c1,4063756
C1815,CCOC[N+]1(C)CCOCC1,54613448
C1978,Cc1n(Cn2cccn2)cc[n+]1C,11547049
C1011,CC[N+](C)(C(C)C)C(C)C,11299195
C0584,CC(C)CC[n+]1ccn(C)c1,10489786
C1648,CCOCC[n+]1ccn(C)c1CC,153953722
C2198,CCCn1cc[n+](COC)c1,87507612
C1890,COCCc1n(C)cc[n+]1C,87530222
C2033,CC[n+]1cccnc1,22590729
C0268,CCCC[N+](C)=C(N(C)C)N(C)C,86038637
C0074,CCCCCCCn1c[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cn1,10919864
C0704,Cc1cscc1OCCC[n+]1ccn(C)c1C,101240905
C1938,CCCn1cc[n+](COCC)c1CC,153953741
C0967,CCCCCCCCCCCC(=O)NCCCC[C@H](NC(=O)CCCCCCCCCC[n+]1ccn(C)c1)C(=O)OCC,101228815
C1837,Cn1cc[n+](C2CCCCCC2)c1,101561561
C1966,CCOCc1n(C)cc[n+]1CC,87530072
C0411,C[N+]1(C)CCCC1,200182
C1012,C=CCn1cc[n+](CCC)c1,87507868
C0716,CC[N+](CC)(CC)COC,3026730
C0905,CCCCc1c[n+](C)nn1C,134716273
C0291,COCC[n+]1ccn(C)c1,9834419
C2295,CCCCCC[NH2+]CCCCCC,3256679
C2202,CCOC[n+]1ccn(CC)c1,153953309
C2205,CCOCn1cc[n+](COCC)c1,87745268
C1564,Cc1n(CCN)cc[n+]1CCN,102205854
C1429,CCCC[S+](C)C,13743302
C0726,C=COCC[N+](CC)(CC)CC,53699150
C1652,C=C[n+]1ccn(CCCCC)c1,89713026
C1647,CCc1n(C)cc[n+]1CCOC,153953718
C1945,CC(C)[N+]1(C)CCCC1,21129355
C2314,C=CC[N+](CC)(CC)CC,20152
C1091,COC[N+]1(C)CCCC1,20775240
C0992,CCCCn1c[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cn1,10963729
C1314,Cn1cc[n+](CCCO)c1,9994125
C0700,C[N+]1(CCCF)CCOCC1,101731126
C1440,CC[N+](CC)=C(N(C)C)N(C)C,17849823
C1929,CCCn1cc[n+](COC)c1CC,153953735
C2269,c1cc[n+](CC2CO2)cc1,18957463
C1077,C[n+]1ccn(CCCSC(=S)n2ccnc2)c1,11223661
C0475,C[N+](C)(C)CC(O)CO,161797
C1980,Cc1n(Cn2cccn2)cc[n+]1CCC(F)(F)F,11591946
C1656,Cn1cc[n+](CC(=O)O)c1,4594614
C0910,CCC(C)C[N+](CC)(CC)CC,13426949
C1623,CCCCC[S+]1CCCCC1,151328362
C1708,C[N+](C)(CCO)CCBr,437079
C2253,CCCCCCCCCCn1c[n+](CC(O)C(F)(F)F)cn1,102355305
C1751,CCCC[n+]1c(C)cc(C)n1C,23144971
C1692,CCCSc1n(C)cc[n+]1CC,102292954
C0316,C=CCn1cc[n+](C)c1,11229455
C1669,CC[N+](C)(C)N,412231
C1368,C=CC[N+]1(C)CCCC1,14693168
C2129,NC(=O)Cn1cc[n+](CCCCn2cc[n+](CC(N)=O)c2)c1,102452485
C0811,CCC[n+]1ccn(C)c1,5245884
C1218,Cc1n(C)cc[n+]1C1CCCC1,101579768
C0167,OCC=C[n+]1ccccc1,4160843
C1424,CCCC[S+](CC)CC,85828285
C1984,Cc1n(Cn2cccn2)cc[n+]1CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,11520409
C0862,CCc1n(C)cc[n+]1CC,54204738
C2350,Cc1n(C)cc[n+]1CCO,22044340
C1940,CCOCn1cc[n+](COCC)c1CC,159340396
C1937,CCOC[n+]1ccn(CC)c1CC,87530170
C0429,CCCCCC[N+]1(C)CCCC(C)C1,122222819
C1836,Cn1cc[n+](C2CCCCC2)c1,101944107
C1086,Cc1n(C)cc[n+]1C,3825986
C0579,Cn1c[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cn1,11038981
C1693,CC[n+]1ccn(C)c1SC(C)C,102292955
C0284,COC[N+](C)(C)C,22816
C1439,CCC[N+](C)=C(N(C)C)N(C)C,59297101
C0374,CCCC(C)[N+](C)(C)C,14157078
C1139,CCCCn1cc[n+](CC(C)O)c1,74320342
C2346,CCCCCCCC[N+]12CCC(CC1)CC2,22245264
C1215,CC[P+](CC)(CC)COCCOC,89485393
C2197,CCn1cc[n+](COC)c1,87105317
C1438,CC[N+](C)=C(N(C)C)N(C)C,20793335
C0500,C=C[n+]1ccn(CCCC)c1,24766551
C0678,CC[P+](CC)(CC)CCOC,22927121
C0681,CCCCCCCCCCCC[N+]1=C(C(C)C)SC[C@H]1CC,101271067
C1454,CCCCC[S@+](C)CC,101448511
C1662,CCCCC[S@@+](C)CC,101448511
C0176,CCCCCCCC[N+]12CCN(CC1)CC2,4637382
C2255,CO[N+]1(C)CCCCC1,20660179
C2035,CCn1ccc[n+]1CCOC,129830272
C0267,CC(C)C[n+]1ccn(C)c1,10608883
C2293,CCCCCCCCCCCCCCCCN1C=C[NH+](C)C1,22301576
C1587,C=CCCC[P+](CC)(CC)CC,101796283
C1936,CCOC[n+]1ccn(C)c1CC,157211644
C0711,CCCCCCCn1c[n+](CC(O)C(F)(F)F)cn1,102355303
C1928,CCc1n(CC)cc[n+]1COC,87530211
C1598,COCC[n+]1c(C)cc(C)n1C,67972568
C1433,CC[S+](CCOC)CCOC,102170156
C1779,C=CC[n+]1ccn(CC)c1,57568829
C0550,CCCC[n+]1cn(CCC(F)(F)F)cn1,11071157
C1552,CC(C)C[P+](C)(CC(C)C)CC(C)C,16218740
C1168,CCCCC(CC)C[N+](C)(C)CC(CC)CCCC,19695158
C0852,Cn1cc[n+](CCO)c1,11184839
C0870,CCSC(N(C)C)=[N+](C)C,2724067
C1750,CCCC[n+]1cccn1C,12125627
C1214,CCCC[S+]1CCCCC1,85549711
C1057,FC(F)(CCCC[n+]1ccccc1)C(F)(F)S(F)(F)(F)(F)F,101757815
C0435,Cn1cc[n+](CCCBr)c1,11187160
C1291,CCOC[n+]1ccn(C)c1,87173622
C1621,CCCCC[S+]1CCCC1,87223898
C0460,CC[n+]1ccn(C)c1,174076
C1703,CCCCCCN(C)[C+](N(CC)CC)N(CCC)CCC,24970592
C0823,CCCCCCCCCCC[N+](C)(C)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C,102492173
C1812,CCCCCCCCCCC[N+](C)(C)CO[C@@H]1C[C@H](C)CC[C@H]1C(C)C,11661366
C2282,CCCCCCCCCCC[N+](C)(C)COC1CC(C)CCC1C(C)C,71698316
C0872,CC[P+](CC)(CC)CC,199509
C0662,CCCCCCCCCC[N+](C)(C)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C,102492172
C1811,CCCCCCCCCC[N+](C)(C)CO[C@@H]1C[C@H](C)CC[C@H]1C(C)C,11675486
C2281,CCCCCCCCCC[N+](C)(C)COC1CC(C)CCC1C(C)C,71698314
C1970,CCCCC(CC)CNCC[NH3+],101868313
C2345,CCCCCC[N+]12CCC(CC1)CC2,67438708
C1781,C[n+]1ccn(C[Si](C)(C)C)c1,90006686
C0962,CCCCCCCCC[N+](C)(C)CO[C@@H]1C[C@H](C)CC[C@H]1C(C)C,11624993
C2280,CCCCCCCCC[N+](C)(C)COC1CC(C)CCC1C(C)C,73033581
C1599,CCn1c(C)cc(C)[n+]1CCOC,101571308
C1835,Cn1cc[n+](C2CCCC2)c1,101561560
C1691,CC[n+]1ccn(C)c1SC,12503280
C1786,Cc1c[n+](C)cn1C,18442046
C1866,CCC[n+]1c(C)cc(C)n1C,23144965
C0099,CCCCCCCC[N+](C)(C)CO[C@@H]1C[C@H](C)CC[C@H]1C(C)C,11516048
C2279,CCCCCCCC[N+](C)(C)COC1CC(C)CCC1C(C)C,72991441
C0856,CCCC[n+]1ccn(C(F)(F)C(F)F)c1,102312469
C0881,CCCC[N+]1(C)CCCC(C)C1,25127093
C1927,CCc1n(C)cc[n+]1COC,153953717
C1965,C=CCC[n+]1ccn(C)c1C,153656476
C0443,CCn1cc(C)[n+](CC)c1,23103357
C2054,CCCCCC[N+]12CCN(CC1)CC2,25096198
C0917,C=CC(O)C[N+](C)(C)CCCC,157828408
C2278,CCCCCCC[N+](C)(C)COC1CC(C)CCC1C(C)C,73018726
C1922,COC[n+]1ccn(C)c1C,87104857
C2000,C[N+](C)(C)CCN=[N+]=[N-],60134424
C0854,CC(C)[n+]1ccn(C)c1,12971010
C1943,C=CC[n+]1ccn(C)c1C,85520650
C0794,CC[n+]1ccn([C@H](CO)CC(C)C)c1,10869576
C0958,Cn1cc[n+](C)c1,20335
C0216,CCCCn1cc[n+](N)n1,11298991
C1810,CCCCCC[N+](C)(C)CO[C@@H]1C[C@H](C)CC[C@H]1C(C)C,11493706
C2277,CCCCCC[N+](C)(C)COC1CC(C)CCC1C(C)C,72983333
C1026,C=CCn1cc[n+](CC=C)c1,23154604
C1673,C[N+](C)(N)CCO,4344
C1276,CC[n+]1cnn(C)c1,59839566
C0546,CCCCC[NH3+],3927698
C2034,COCC[n+]1cccn1C,168091285
C0915,CCOC[P+](CC)(CC)CC,132596981
C2164,C[N+]1(CC(O)CO)CCCC1,59019115
C1396,C[n+]1cn(CCC(F)(F)F)cn1,10895807
C0570,FC(F)(CC[n+]1ccccc1)C(F)(F)C(F)(F)C(F)(F)S(F)(F)(F)(F)F,101757818
C1125,Cn1cc[n+](CC(F)(F)F)c1,12983284
C0305,CC[n+]1cn(C)cc1C,23103355
C2005,C=CCC[n+]1ccn(C)c1,44185003
C1822,CC[n+]1c(C)cc(C)n1C,23144967
C1220,C=CCC[P+](CC)(CC)CC,89687136
C0399,CCOC(=O)[C@@H](C)[n+]1ccn(C)c1,101753127
C0541,FC(F)(CC[n+]1ccccc1)C(F)(F)S(F)(F)(F)(F)F,101757814
C0122,C=Cn1cc[n+](CCC)c1,102147231
C0729,CC[S+](C)C,209219
C2173,CCCC[n+]1cn(C)c(I)c1I,129822846
C1021,Cn1cc[n+](C2(C(C)(C)C)C=C(C(C)(C)C)C(=O)C(C(C)(C)C)=C2)c1,12727549
C0828,CC[n+]1ccn([C@H](CO)C(C)C)c1,10912337
C1281,CCC[S+](CC)CC,85828280
C2333,Cn1cc[n+](CCCl)c1,417072
C1622,CCC[S+]1CCCCC1,85549410
C1620,CCCC[S+]1CCCC1,10923665
C0254,CC(C[n+]1ccn(C)c1)=NO,768161
C0495,COC[n+]1ccn(C)c1,23628826
C0493,CCC[P+](C)(C)C,18506639
C0431,CCC[n+]1ccn(C(F)(F)C(F)F)c1,87285100
C1435,CCC[S+](CC)CCC,85908603
C0738,CC[P+](C)(CC)CC,11189501
C0742,C[n+]1ccn(CCCCC(F)(F)C(F)(F)S(F)(F)(F)(F)F)c1,101757812
C0598,CC[S+](CC)CC,74590
C1800,[NH3+]CCOCCO,6995582
C2171,CC(C)C[NH2+]CCCCS(=O)(=O)O,102136570
C0932,CCCC[NH+](CCCC)CCCC,3724478
C1883,CCCC[PH+](CCCC)CCCC,14550661
C1114,CC[P+](CC)(CC)COC,86623186
C0543,CCCC[N+]1(C)CCOC1,86242689
C1784,Cn1cc[n+](C[Si](C)(C)O[Si](C)(C)C)c1,88559373
C0604,CC[n+]1ccn([C@@H](C)CO)c1,10900590
C0003,CCn1cc[n+](C(CO)CC(C)C)c1,85295755
C1280,CC[S+](C)CC,209217
C1107,CC[n+]1ccn(C(F)(F)C(F)F)c1,87104666
C0639,C=Cn1cc[n+](CC)c1,9976734
C1490,CN(C)C(=[NH2+])N(C)C,15603
C0593,Cn1c[n+](C)cn1,4559494
C0228,CCCC[n+]1cc(C[C@H]2COC(=O)[C@H]2CC)n(C)c1,22810183
C0892,C[n+]1ccn(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(F)(F)(F)(F)F)c1,101757819
C0288,C[n+]1ccn(C(F)(F)C(F)F)c1,87105358
C2331,CCC=C[n+]1ccn(C)c1C,154509599
C0511,CC(C)C[NH3+],7311734
C0398,CCn1cc[n+](C(CO)C(C)C)c1,85312814
C1759,CC[n+]1cccn1C,549401
C1885,CC[N+](C)CC,4251457
C0673,CCn1cc[n+](C(C)CO)c1,85308258
C2026,COC(C)n1cc[n+](C)c1,23103344
C0257,C[n+]1ccn(CCC(F)(F)C(F)(F)S(F)(F)(F)(F)F)c1,101757816
C0287,CCCC[NH2+]CCCC,4094028
C1567,CN1CCCN2CCC[NH+]=C12,40432412
C2214,CCC[n+]1cn(C)cn1,101372320
C1619,CCC[S+]1CCCC1,85549383
C1354,C[C@@H](O)C[n+]1ccn(C)c1,139195504
C2243,CC(O)C[n+]1ccn(C)c1,24786335
C2161,CCCCCCCCN1C=C[NH+](C)C1,22301571
C1712,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC[n+]1ccn(C)c1,12193353
C2027,CCn1cc[n+](C(C)OC)c1,87105056
C1455,CCC[S@+](C)CC,21324867
C1661,CCC[S@@+](C)CC,21324867
C2028,CCOC(C)[n+]1ccn(C)c1,87996735
C0773,Cn1cc[n+](C)n1,12210798
C1752,CCCCSc1[nH+]ccn1C,101489709
C1739,C=CC[n+]1ccn(C=C)c1,59538260
C1780,CC(C)=C[n+]1ccn(C)c1,57483617
C0600,CCCC[NH3+],3614750
C1540,CCOn1cc[n+](OCC)c1,67969484
C0159,CCC(C)[n+]1ccn(C)c1,10513048
C1409,CC[C@@H](C)[n+]1ccn(C)c1,148880901
C2344,CC[NH+]=C(N(C)C)N(C)C,45029433
C0991,CCC[N+]1(C)CCOC1,101731125
C1570,C1CNC2=[NH+]CCCN2C1,5245701
C0779,CC(C)C[NH2+]CC(C)C,3765454
C2292,C[N+]1(CCCF)CCOC1,101731124
C1569,CC[NH+]=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,15606168
C1797,COCC[NH3+],6999982
C1651,C=C[n+]1ccn(C)c1,163648
C2149,CCCCCCN1C=C[NH+](C)C1,101098822
C1084,Cn1cc[n+](CC(Br)CBr)c1,11272998
C2244,Cn1cc[n+](CCC(F)(Br)C(F)(F)Br)c1,11763567
C2301,C[NH+]1C=CN(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1,155293374
C0040,CCC(C)C[NH3+],21719864
C1799,CC[C@H](C)C[NH3+],7000001
C1611,[NH3+]CCCO,1551059
C2196,CCCC[NH2+]CCO,6992809
C1170,CCSC(N)=[NH2+],5048191
C0647,CCC[NH3+],3483736
C1450,CCCC[NH2+]C,6993928
C1369,C=CC[n+]1cn(N)cn1,68407805
C0623,CCC[NH+](CCC)CCC,4228977
C2246,BrCC(Br)Cn1cc[n+](CC(Br)CBr)c1,11354667
C1753,CCSc1[nH+]ccn1C,101489710
C2248,FC(F)(Br)C(F)(Br)CCn1cc[n+](CC(Br)CBr)c1,11457106
C0449,[NH3+]CCO,444693
C0036,CCC[NH2+]CCC,3451520
C2093,CCC[NH+](C)CCC,23277959
C1546,CCO[NH2+]OCC,154070494
C1165,NCC[NH3+],5063660
C1164,OCC[NH+](CCO)CCO,3777650
C1952,CC[N@H+](C)CCOC,154103815
C1547,C[NH+](CCO)CCO,6950481
C1163,OCC[NH2+]CCO,3736299
C2090,CC[NH+](C)CC,4251457
C1549,C[NH2+]CCO,6994314
C1544,C[NH+](C)C=O,101727082
